KD-Nr.;Firma;Land;PLZ;Ort;UmsatzKL;Verk.;SP;SP2;Bl;Umsatz AJ;Umsatz VJ;Umsatz VVJ;l Besuch;UK;PN1;PN2;NKEB;WV;WV u;QB;VP
131.130;dcwhmmqqojnmu;DE;80331;Büdingen;;21;;;;;;;17.03.2011;;;;;;;;
131.131;qqyrnamclrncsjqzdo;DE;50389;Bad Aibling;;14;;;;;;;13.04.2015;;;;;;;;
131.132;ybndzwydvxxt;DE;32427;Lichtenfels;;8;;;;;;;25.07.2011;;;;;;;;
131.133;gf;DE;77955;München;;3;;;;;;;12.02.2015;;;;;;;;
131.134;vuwao;DE;79110;Kusterdingen;;3;;;;;;;;;;;;;;;
131.135;jucmylq;DE;92318;Hamburg;;10;;;;;;;04.05.2015;;;;;;;;
131.136;kzwuib;DE;55597;Recklinghausen;;2;;;;;;;;;;;;;;;
131.137;dssauvoot;DE;81673;Halver;;21;;;;;;;;;;;;;;;
131.138;bwkvjgrviecgt;DE;80339;Liederbach;;21;;;;;;;18.03.2011;;;;;;;;
131.139;emhltcltgvfavgeawj;DE;82467;Berlin;;22;;;;;;;;;;;;;;;
131.140;bvtlegufesf;DE;49214;Trier;;8;;;;;;;07.02.2013;;;;;;;;
131.141;dcficwaaryziwy;DE;89233;Isny;;22;;;;;;;;;;;;;;;
131.142;dmgmvsnvbaqvhleo;DE;40213;Varel ;;9;;;;;;;17.03.2011;;;;;;;;
131.143;ty;DE;70174;Ennepetal;;33;;;;;;;17.03.2011;;;;;;;;
131.145;ndlci;DE;27753;Markkleeberg;;15;;;;;;;31.03.2014;;;;;;;;
131.146;xywmjhxwppoaet;DE;71384;Hamburg;;33;;;;;;;;;;;;;;;
131.147;dxbhzyk;DE;1979;Neumarkt;;44;;;;;;;11.07.2012;;;;;;;;
131.148;rdyvfuviyaxsuvvwc;DE;53474;Grünberg;;14;;;;;;;30.01.2015;;;;;;;;
131.150;cnvxfmnsfsectzoa;DE;45219;Marktheidenfeld;;16;;;;;;;01.10.2012;;;;;;;;
131.151;qhmjmfstnvkswhqsot;DE;97070;Hengersberg;;10;;;;;;;29.11.2012;;;;;;;;
131.152;axxaniutgwx;DE;34125;Vilnius / LITHUANIA;;11;;;;;;;25.01.2012;;;;;;;;
131.153;xgqabqhm;DE;90402;Ziemetshausen;;10;;;;;;;;;;;;;;;
131.154;ibiyj;DE;12357;Sukow;;17;;;;;;;;;;;;;;;
131.155;hvhuy;DE;6849;La Orotava Islas Canarias;;44;;;;;;;11.04.2011;;;;;;;;
131.156;quns;DE;58332;Gengenbach;;4;;;;;;;22.01.2015;;;;;;;;
131.158;rwxeleqmphtn;DE;6749;Straubing;;44;;;;;;;27.07.2011;;;;;;;;
131.159;vzkhtyvspxaws;DE;73525;Dortmund;;33;;;;;;;21.01.2015;;;;;;;;
131.160;sioxxxqol;DE;72770;Monheim am Rhein;;3;;;;;;;23.04.2015;;;;;;;;
131.161;ffvgxtqsgocwz;DE;79189;Wermelskirchen;;3;;;;;;;;;;;;;;;
131.162;evnsns;DE;63667;Großenlüder;;6;;;;;;;;;;;;;;;
131.163;ddjrbtbkblklcdc;DE;86159;VS-Villingen;;22;;;;;;;23.04.2012;;;;;;;;
131.164;jnztfsi;DE;33034;Hohenstein-Ernsthal;;8;;;;;;;08.05.2015;;;;;;;;
131.165;rmk;DE;51375;Oberkochen;;9;;;;;;;18.03.2015;;;;;;;;
131.166;rgv;DE;19322;Kölleda;;5;;;;;;;;;;;;;;;
131.167;zrkbli;DE;88250;Oberursel;;22;;;;;;;;;;;;;;;
131.168;dqxhimldpiiopojni;DE;54441;Landshut;;14;;;;;;;04.05.2015;;;;;;;;
131.169;lbo;DE;70619;Berlin;;33;;;;;;;;;;;;;;;
131.170;ayipeyqmwsushl;DE;31542;Hennef-Uckerath;;8;;;;;;;27.03.2015;;;;;;;;
131.171;mmywvkj;DE;90429;Bochum;;10;;;;;;;12.12.2014;;;;;;;;
131.172;m;DE;42655;Berlin;;16;;;;;;;10.02.2015;;;;;;;;
131.173;htdoaensjv;DE;23562;Filsum;;5;;;;;;;19.06.2013;;;;;;;;
131.174;xnlgjslfbwo;DE;9212;Zweibrücken;;44;;;;;;;11.06.2012;;;;;;;;
131.175;ziqdahmuarewdkr;DE;85570;Bad-Griesbach;;21;;;;;;;17.02.2015;;;;;;;;
131.176;h;DE;64646;Monschau;;6;;;;;;;;;;;;;;;
131.177;kdfozu;DE;12209;Ettlingen;;17;;;;;;;;;;;;;;;
131.178;usgqkubfgnwwp;DE;65549;Leck;;7;;;;;;;28.04.2011;;;;;;;;
131.179;dqpac;DE;40597;Zeitz;;9;;;;;;;30.10.2014;;;;;;;;
131.180;l;DE;23626;Salzgitter;;5;;;;;;;;;;;;;;;
131.181;lnqoccdlcew;DE;52078;Pfedelbach;;14;;;;;;;18.07.2013;;;;;;;;
131.182;iwwzzwaywsst;DE;65205;Kaufbeuren;;7;;;;;;;;;;;;;;;
131.183;unwogadyynoueulezn;DE;33330;Freiburg;;8;;;;;;;17.10.2012;;;;;;;;
131.184;vbxpzkcwcoealj;DE;10827;Strössendorf;;17;;;;;;;;;;;;;;;
131.185;kxejnqtrmwrykmle;DE;28757;Apolda;;15;;;;;;;03.04.2014;;;;;;;;
131.187;dcpjxikpngcmuijbi;DE;1277;Demmin;;44;;;;;;;;;;;;;;;
131.188;jucul;DE;17309;Rostock;;5;;;;;;;02.03.2015;;;;;;;;
131.189;g;DE;42651;Breitenworbis;;16;;;;;;;29.04.2015;;;;;;;;
131.190;tmv;DE;66111;Preding bei Weiz;;2;;;;;;;;;;;;;;;
131.191;rndptybozgkoxyg;DE;83278;Berlin;;21;;;;;;;;;;;;;;;
131.192;sy;DE;82418;München;;22;;;;;;;14.03.2014;;;;;;;;
131.193;dn;DE;4315;Grimma;;44;;;;;;;30.03.2015;;;;;;;;
131.194;xvyvmekmcjrcrjrbwp;DE;54497;Lorch;;14;;;;;;;26.02.2013;;;;;;;;
131.195;jixavsenqltq;DE;68259;Flörsheim;;6;;;;;;;;;;;;;;;
131.196;wlytuznoacrhw;DE;53757;Sinzig;;14;;;;;;;19.06.2013;;;;;;;;
131.197;mdpbxfcopiy;DE;47798;Bad Münder;;9;;;;;;;05.04.2011;;;;;;;;
131.198;ybgevtpctoqiurcuf;DE;29574;Weißenburg in Bay;;15;;;;;;;05.02.2015;;;;;;;;
131.199;nzqontrgj;DE;66740;Bielefeld;;2;;;;;;;;;;;;;;;
131.200;kpjjqlwnviwhuesrmq;DE;99423;Freiburg;;11;;;;;;;;;;;;;;;
131.202;usnil;DE;74246;Weiden;;33;;;;;;;;;;;;;;;
131.203;nqtxecbm;DE;92224;Aachen;;10;;;;;;;09.11.2012;;;;;;;;
131.204;dvdqnkqusnywlbvst;DE;51103;Berlin;;16;;;;;;;19.12.2012;;;;;;;;
131.205;gpsznovrhh;DE;47445;Lengenfeld unterm Stein;;9;;;;;;;14.08.2012;;;;;;;;
131.206;ekxyqpooeyybonejx;DE;36037;Heidelberg;;11;;;;;;;07.03.2013;;;;;;;;
131.207;oga;DE;83471;Viernheim;;21;;;;;;;05.06.2013;;;;;;;;
131.208;lmayjggnhxgppjppml;DE;10117;Ludwigslust;;90;;;;;;;;;;;;;;;
131.209;s;DE;69257;Puchberg am Schneeberg;;6;;;;;;;04.04.2011;;;;;;;;
131.210;ihzwgejmgb;DE;22303;Glücksburg;;5;;;;;;;18.09.2014;;;;;;;;
131.211;exebplqtcgobrl;DE;20255;Essen;;5;;;;;;;04.04.2011;;;;;;;;
131.213;pdzgorwswepiq;DE;40229;Graz;;9;;;;;;;16.03.2015;;;;;;;;
131.214;cl;DE;63179;Nürnberg;;6;;;;;;;;;;;;;;;
131.215;harsmjqo;DE;57234;Siegen;;90;;;;;;;;;;;;;;;
131.216;iwtuzeujrn;DE;24589;Singen;;5;;;;;;;15.10.2014;;;;;;;;
131.217;j;DE;97529;Hanau;;10;;;;;;;;;;;;;;;
131.219;auhrjsucoelo;DE;79098;Untergiesbach;;3;;;;;;;;;;;;;;;
131.220;moyrsvs;DE;53881;Bergheim;;14;;;;;;;;;;;;;;;
131.221;pvcujvos;DE;75365;Wittmund;;2;;;;;;;18.04.2013;;;;;;;;
131.222;js;DE;42103;Heitersheim;;16;;;;;;;22.10.2013;;;;;;;;
131.223;fjaenpdnplw;DE;74912;Nürnberg;;33;;;;;;;;;;;;;;;
131.224;ystgzaxnaufi;DE;38100;Liederbach;;12;;;;;;;23.04.2015;;;;;;;;
131.225;owrpcmxggsmpt;DE;59872;München;;4;;;;;;;;;;;;;;;
131.226;mf;DE;48149;Meiningen;;8;;;;;;;12.10.2011;;;;;;;;
131.227;ffq;DE;84424;Berlin;;21;;;;;;;25.11.2014;;;;;;;;
131.228;dzlzwbbiisjkwqnst;DE;42489;Neutershausen;;16;;;;;;;22.02.2012;;;;;;;;
131.229;l;DE;24107;Obertshausen;;5;;;;;;;;;;;;;;;
131.230;yehkuwszcvj;DE;44892;Bad Vilbel;;19;;;;;;;09.03.2015;;;;;;;;
131.231;yw;DE;2943;Baden-Baden;;44;;;;;;;06.06.2012;;;;;;;;
131.232;yhdstzlosyswqo;DE;34131;Salzburg;;11;;;;;;;28.01.2015;;;;;;;;
131.233;lh;DE;32369;Salzburg;;8;;;;;;;14.10.2013;;;;;;;;
131.234;zydwpiiuzflogpyabp;DE;29221;Hamburg;;12;;;;;;;06.06.2011;;;;;;;;
131.235;izvgukmnjy;DE;53424;Einbeck;;14;;;;;;;25.11.2014;;;;;;;;
131.236;zjktnakgxjzyxc;DE;58239;Memmingerberg;;4;;;;;;;;;;;;;;;
131.237;yvzejbjh;DE;57319;Bonn;;4;;;;;;;23.06.2014;;;;;;;;
131.238;urqxqpoz;DE;73447;Unterschleißheim;;33;;;;;;;09.06.2011;;;;;;;;
131.239;n;DE;25704;Ravensburg;;5;;;;;;;19.01.2015;;;;;;;;
131.240;mothgnjlqpicj;DE;78333;Linsengericht;;3;;;;;;;;;;;;;;;
131.241;kbphyefvgyhnc;DE;69226;Hamburg;;6;;;;;;;;;;;;;;;
131.242;dojtwgjzzdfeieri;DE;78050;Gemunden;;90;;;;;;;;;;;;;;;
131.243;cwralrw;DE;67549;Wendelstein;;6;;;;;;;;;;;;;;;
131.244;t;DE;95336;Leverkusen;;10;;;;;;;11.12.2014;;;;;;;;
131.245;ouedbyhvynqqcnv;DE;51149;Hennef;;14;;;;;;;04.12.2014;;;;;;;;
131.246;hie;DE;66386;Kaarst;;60;;;;;;;;;;;;;;;
131.247;osqeizmvjqahndsgqu;DE;30171;Freiberg;;8;;;;;;;06.05.2015;;;;;;;;
131.248;rfiyid;DE;27755;Stahnsdorf;;15;;;;;;;14.04.2015;;;;;;;;
131.249;eyucq;DE;74523;Bensheim;;33;;;;;;;;;;;;;;;
131.250;ktsccflkidcnpis;DE;46499;Kalenborn-Scheuern;;19;;;;;;;;;;;;;;;
131.251;oynmm;DE;60318;Mannheim;;7;;;;;;;;;;;;;;;
131.252;odavlsqebtl;DE;73240;Bochum;;33;;;;;;;20.04.2015;;;;;;;;
131.253;w;DE;34225;Koblenz;;11;;;;;;;14.10.2013;;;;;;;;
131.254;qasrfz;DE;33378;Trebur;;8;;;;;;;07.07.2014;;;;;;;;
131.255;zthqdorw;DE;7745;Grünstadt;;44;;;;;;;02.05.2012;;;;;;;;
131.256;ach;DE;33824;Hannover;;8;;;;;;;28.04.2015;;;;;;;;
131.257;bcelflnjnl;DE;40489;Waiblingen;;9;;;;;;;05.05.2015;;;;;;;;
131.258;cuuvymyeqfzo;DE;49509;Heilbronn;;8;;;;;;;14.04.2015;;;;;;;;
131.259;qija;DE;42115;Landau;;16;;;;;;;30.11.2011;;;;;;;;
131.260;qbrqmwz;DE;98646;Kessel-Lo;;60;;;;;;;;;;;;;;;
131.261;v;DE;44225;Kaiserslautern;;19;;;;;;;20.01.2012;;;;;;;;
131.262;o;DE;7980;Hagen;;44;;;;;;;;;;;;;;;
131.263;pzqxucwch;DE;27211;Bonn;;15;;;;;;;13.09.2011;;;;;;;;
131.264;fprxms;DE;1689;Neu-Isenburg;;44;;;;;;;16.04.2012;;;;;;;;
131.265;nnzkngxflevmvt;DE;97705;Dingolfing;;6;;;;;;;;;;;;;;;
131.266;srwrngokdwfwbgbl;DE;33102;Braunschweig;;8;;;;;;;09.04.2015;;;;;;;;
131.267;oqg;DE;42579;Erlangen;;16;;;;;;;26.01.2015;;;;;;;;
131.268;v;DE;76228;Weilburg;;6;;;;;;;;;;;;;;;
131.269;pfkjeuyidals;DE;20354;Hammelburg;;5;;;;;;;02.05.2011;;;;;;;;
131.270;jfvipbquaps;DE;6112;Merzenich;;60;;;;;;;;;;;;;;;
131.271;xnorjmewdlfujpoj;DE;33699;Bad Nauheim;;8;;;;;;;;;;;;;;;
131.272;yta;DE;91325;Schweich;;10;;;;;;;;;;;;;;;
131.273;n;DE;27211;Parkstetten;;15;;;;;;;25.10.2011;;;;;;;;
131.274;gxqzsn;DE;87527;Duisburg;;22;;;;;;;;;;;;;;;
131.275;hcgyqcjqefgx;DE;74211;St. Wendel;;33;;;;;;;;;;;;;;;
131.276;mjknpu;DE;99089;Sundern;;11;;;;;;;24.02.2015;;;;;;;;
131.277;xgrxzrhoavdxank;DE;48346;Schweinfurt;;8;;;;;;;15.05.2013;;;;;;;;
131.278;rervxtpzyxedbqbyb;DE;30627;Dortmund;;8;;;;;;;;;;;;;;;
131.279;fycmmxkpyf;DE;51570;Neuried;;14;;;;;;;22.11.2011;;;;;;;;
131.280;ekjufsagjixwykll;DE;7980;Ravensburg;;44;;;;;;;;;;;;;;;
131.281;cjbq;DE;34225;Hersching;;11;;;;;;;14.10.2013;;;;;;;;
131.282;yoima;DE;10405;Wettenberg;;17;;;;;;;;;;;;;;;
131.283;szjn;DE;55765;Bochum;;14;;;;;;;;;;;;;;;
131.284;zghodsdqotm;DE;90449;Leimen;;10;;;;;;;22.06.2011;;;;;;;;
131.285;obnyeojlo;DE;97070;Radolfzell;;10;;;;;;;;;;;;;;;
131.286;m;DE;93073;Mönchengladbach;;10;;;;;;;07.02.2014;;;;;;;;
131.287;hsngnmph;DE;50735;Jena;;16;;;;;;;09.06.2011;;;;;;;;
131.288;rtfgfclian;DE;32105;Karlsruhe;;8;;;;;;;08.04.2015;;;;;;;;
131.289;prsjtklyzp;DE;53347;Haushamm;;14;;;;;;;30.04.2015;;;;;;;;
131.290;hqgongqdqhsu;DE;70469;Bremen;;33;;;;;;;;;;;;;;;
131.291;tsjeaihv;DE;7973;Mechernich;;44;;;;;;;;;;;;;;;
131.292;olhzbvcvfzmayfoezr;DE;88299;Bad Mergentheim;;22;;;;;;;;;;;;;;;
131.293;nugthsizwcbj;DE;70184;Obernkirchen;;33;;;;;;;;;;;;;;;
131.294;hij;DE;7546;Wesel;;44;;;;;;;27.08.2012;;;;;;;;
131.295;plmhrrsuxn;DE;6120;Bergisch Gladbach;;44;;;;;;;;;;;;;;;
131.296;dchhvzqoqsafgehr;DE;84571;Vodice;;21;;;;;;;;;;;;;;;
131.297;rxdag;DE;77694;Igls;;3;;;;;;;;;;;;;;;
131.298;iuxiuepprqkb;DE;67256;Hamburg;;2;;;;;;;;;;;;;;;
131.299;vakcptftzsrjja;DE;60437;Eschwege;;7;;;;;;;06.08.2014;;;;;;;;
131.300;agoxfoo;DE;84307;Neuss;;60;;;;;;;;;;;;;;;
131.301;ltzacyqbmfbgy;DE;69502;Bad Oeynhausen;;90;;;;;;;;;;;;;;;
131.302;cyrdbc;DE;22767;Aachen;;5;;;;;;;22.10.2014;;;;;;;;
131.303;ficptpcvozg;DE;44369;Lennestadt;;19;;;;;;;03.03.2015;;;;;;;;
131.304;xcfbzvkrbo;DE;25355;Ilsenburg;;5;;;;;;;;;;;;;;;
131.305;lfghkj;DE;32657;Groitzsch;;8;;;;;;;03.11.2011;;;;;;;;
131.306;ef;DE;27729;Leonberg;;15;;;;;;;;;;;;;;;
131.307;mghevskjokdwh;DE;63065;Pentin;;7;;;;;;;;;;;;;;;
131.308;bjrbsagkmtqyvwc;DE;77815;Feistritz;;3;;;;;;;;;;;;;;;
131.309;khz;DE;4177;Karlsruhe;;44;;;;;;;;;;;;;;;
131.310;fyoxj;DE;53332;Bochum;;14;;;;;;;19.06.2013;;;;;;;;
131.311;ixgwa;DE;14552;Salzgitter;;17;;;;;;;;;;;;;;;
131.312;is;DE;10117;Kempten;;17;;;;;;;;;;;;;;;
131.313;ovk;DE;56288;Köln;;14;;;;;;;28.05.2013;;;;;;;;
131.314;ucaiv;DE;35085;Wolfenbüttel;;7;;;;;;;26.11.2014;;;;;;;;
131.315;xligrsypjucsswdzvf;DE;6114;Karlsruhe;;44;;;;;;;;;;;;;;;
131.316;sdj;DE;73054;Barnstedt;;33;;;;;;;;;;;;;;;
131.317;qjcznyipnvwy;DE;40217;Dortmund;;9;;;;;;;27.07.2011;;;;;;;;
131.318;v;DE;32756;Plau;;8;;;;;;;;;;;;;;;
131.319;eizlyx;DE;51103;Bad Münstereifel;;16;;;;;;;09.05.2014;;;;;;;;
131.321;gjemsoztaxvucqb;DE;63165;Lehrte;;6;;;;;;;20.10.2014;;;;;;;;
131.322;zzggdmbipdffjyfh;DE;54634;Laatzen;;14;;;;;;;21.11.2011;;;;;;;;
131.323;bzevgkmeub;DE;41236;Hannover;;9;;;;;;;21.09.2011;;;;;;;;
131.324;mqagswagw;DE;13349;Homberg;;17;;;;;;;;;;;;;;;
131.325;kcnhzt;DE;31157;Euskirchen;;12;;;;;;;30.10.2013;;;;;;;;
131.326;gsckuzenp;DE;22927;Wannweil;;5;;;;;;;03.11.2014;;;;;;;;
131.327;jbru;DE;12437;Lehrte;;98;;;;;;;;;;;;;;;
131.328;kkxubfed;DE;58093;Bergneustadt;;4;;;;;;;16.06.2014;;;;;;;;
131.329;yksrx;DE;63065;Niedereschach;;7;;;;;;;;;;;;;;;
131.330;idgptpdq;DE;55595;Bergen;;2;;;;;;;;;;;;;;;
131.331;zfcjilqksx;DE;70469;Wien;;33;;;;;;;14.11.2013;;;;;;;;
131.332;ve;DE;64572;Freiburg;;6;;;;;;;;;;;;;;;
131.333;pmlbkbicbov;DE;20253;Kronberg;;5;;;;;;;25.09.2012;;;;;;;;
131.334;ibhlw;DE;93077;Wasserbillig/Luxemburg;;10;;;;;;;18.12.2014;;;;;;;;
131.336;odwstuddp;DE;77933;Niedernberg;;3;;;;;;;;;;;;;;;
131.337;zvidipdppgaghfmymn;DE;72124;Rostock;;3;;;;;;;;;;;;;;;
131.338;gougbaucbjl;DE;95213;Seitling;;10;;;;;;;07.10.2011;;;;;;;;
131.339;ghovisjiuv;DE;22927;Berlin;;5;;;;;;;;;;;;;;;
131.340;eodgcklfy;DE;40549;Essen;;9;;;;;;;;;;;;;;;
131.341;slcbuzqouifnfv;DE;51373;Düsseldorf;;9;;;;;;;;;;;;;;;
131.342;vm;DE;72348;Weinsberg;;3;;;;;;;;;;;;;;;
131.343;efbinclrecgkconjq;DE;8107;Rüsselsheim;;44;;;;;;;;;;;;;;;
131.344;hbmpwcpnco;DE;8294;Goldberg;;44;;;;;;;;;;;;;;;
131.345;a;DE;9573;Berlin;;44;;;;;;;;;;;;;;;
131.346;ehxzuawhfvcghctoau;DE;40219;Ingersheim;;9;;;;;;;24.09.2013;;;;;;;;
131.347;xxdxdydahmg;DE;42929;Carolinensiel;;16;;;;;;;;;;;;;;;
131.348;tr;DE;2785;Ulm;;44;;;;;;;01.03.2012;;;;;;;;
131.349;majvmnegrpaluxsmwe;DE;94405;Wittmund;;21;;;;;;;07.10.2013;;;;;;;;
131.350;cghcifhez;DE;8056;Marburg;;44;;;;;;;18.07.2012;;;;;;;;
131.351;qxercdml;DE;29633;Zeltingen-Rachtig;;15;;;;;;;06.03.2015;;;;;;;;
131.352;ixjcesfrxnmccppqt;DE;71706;;;33;;;;;;;;;;;;;;;
131.353;yhosdaixqf;DE;9488;Bad Ems;;44;;;;;;;;;;;;;;;
131.354;i;DE;13507;Springe;;17;;;;;;;;;;;;;;;
131.355;sjcrlarlpz;DE;30974;Hammm;;8;;;;;;;07.11.2011;;;;;;;;
131.356;r;DE;77815;Hamburg;;3;;;;;;;;;;;;;;;
131.357;gnxgdsn;DE;90530;Weiden am See;;10;;;;;;;05.09.2013;;;;;;;;
131.358;zbirgievsisdyack;DE;37276;Schmölln;;11;;;;;;;;;;;;;;;
131.359;mntj;DE;52062;Komorow;;14;;;;;;;10.07.2012;;;;;;;;
131.360;zb;DE;56235;Sehnde;;14;;;;;;;;;;;;;;;
131.361;sjwmfslptgngvshdg;DE;82152;München;;22;;;;;;;22.11.2011;;;;;;;;
131.362;qjghaghwygrkpvrqi;DE;85435;Dissen;;90;;;;;;;;;;;;;;;
131.363;miggyp;DE;44135;Witten;;19;;;;;;;09.07.2013;;;;;;;;
131.364;wnlfcyhfecdr;DE;67593;Buxtehude;;6;;;;;;;;;;;;;;;
131.365;cpqmifnqhltrqv;DE;84307;Winhöring;;21;;;;;;;;;;;;;;;
131.366;qyy;DE;26629;Bischheim;;15;;;;;;;;;;;;;;;
131.367;pzlanayjk;DE;28199;Ludwigsburg;;15;;;;;;;14.03.2012;;;;;;;;
131.369;gusmatxenlvnojmajs;DE;71384;Landau;;33;;;;;;;;;;;;;;;
131.370;edhnhbxccywmlbvee;DE;53797;Berlin;;14;;;;;;;;;;;;;;;
131.371;oqsverssuuyvn;DE;81669;Bayreuth;;21;;;;;;;21.04.2015;;;;;;;;
131.372;ybbwksgotshxssdonk;DE;8538;Dorsten;;44;;;;;;;;;;;;;;;
131.373;qqew;DE;90768;Bad Homburg;;10;;;;;;;;;;;;;;;
131.374;sojcykjtcru;DE;80331;Bad Schwartau;;21;;;;;;;07.11.2011;;;;;;;;
131.375;uiio;DE;71272;Hannover;;90;;;;;;;07.10.2011;;;;;;;;
131.376;dkgegwahjjwz;DE;81929;Straubing;;21;;;;;;;;;;;;;;;
131.377;tnzkytxqgfsgok;DE;95326;Bad Bergzabern;;10;;;;;;;;;;;;;;;
131.378;uldll;DE;63179;Lüneburg;;6;;;;;;;;;;;;;;;
131.379;evkzchqifv;DE;53175;Sibenik;;14;;;;;;;;;;;;;;;
131.380;alfggvx;DE;6120;Zella-Mehlis;;44;;;;;;;;;;;;;;;
131.381;wogymurpgjzhu;DE;94315;Dinslaken;;10;;;;;;;;;;;;;;;
131.382;kvsydevz;DE;7973;Hermannsburg;;44;;;;;;;;;;;;;;;
131.383;xurvg;DE;46047;Mönchengladbach;;19;;;;;;;24.10.2012;;;;;;;;
131.384;mafisbgvjrw;DE;48455;Berlin;;8;;;;;;;18.01.2013;;;;;;;;
131.385;yqcggvucxxqmsuos;DE;69121;Gehrden;;6;;;;;;;;;;;;;;;
131.386;cs;DE;54550;Bayreuth;;14;;;;;;;31.03.2015;;;;;;;;
131.387;cwmyffslmzivnkty;DE;12163;Traunstein;;98;;;;;;;;;;;;;;;
131.388;bncsexpnzh;DE;81829;München;;21;;;;;;;;;;;;;;;
131.389;xztn;DE;64367;Schöneck;;6;;;;;;;;;;;;;;;
131.390;uaayxl;DE;10589;Berlin;;17;;;;;;;;;;;;;;;
131.391;wiknltjayjk;DE;10777;Weibern;;17;;;;;;;;;;;;;;;
131.392;ofrgocqsdtj;DE;34121;Essen;;12;;;;;;;19.03.2015;;;;;;;;
131.393;uzfkzfzesplxjovf;DE;63450;Schwedt/Oder;;90;;;;;;;;;;;;;;;
131.394;kzqdxnbwpdfbhsezf;DE;85567;Crailsheim;;21;;;;;;;23.04.2015;;;;;;;;
131.395;wuviy;DE;63927;Karlsruhe;;6;;;;;;;;;;;;;;;
131.396;rkkuvfkiofph;DE;86150;Neu-Isenburg;;22;;;;;;;31.01.2014;;;;;;;;
131.397;lc;DE;76133;Rostock;;6;;;;;;;;;;;;;;;
131.400;nugkefnepzwr;DE;47506;Berlin;;9;;;;;;;06.11.2012;;;;;;;;
131.401;zg;DE;35753;Hamburg;;7;;;;;;;;;;;;;;;
131.402;ngnvws;DE;35075;Wormstedt;;7;;;;;;;01.11.2013;;;;;;;;
131.403;kzkzxxebuufs;DE;35390;Hainburg;;7;;;;;;;;;;;;;;;
131.404;mfipflzinucctq;DE;93309;Wegberg;;10;;;;;;;;;;;;;;;
131.405;yjsficnhgdiatoyy;DE;84478;Maisach;;21;;;;;;;;;;;;;;;
131.406;cjvjea;DE;76187;Frankfurt;;6;;;;;;;;;;;;;;;
131.407;wgmeouvvuas;DE;90530;Gummersbach;;90;;;;;;;;;;;;;;;
131.408;wpapblvvrvhnyucfy;DE;86154;Roßdorf;;22;;;;;;;03.02.2014;;;;;;;;
131.409;etjaphntwh;DE;58456;Olpe;;19;;;;;;;20.04.2015;;;;;;;;
131.410;eyqdctvprqmfuoent;DE;35085;Meinersdorf;;7;;;;;;;14.04.2014;;;;;;;;
131.411;lkzjwgraecqatukmei;DE;57250;Bernhardswald;;4;;;;;;;06.10.2014;;;;;;;;
131.412;dmsqzgq;DE;9669;München;;44;;;;;;;01.04.2015;;;;;;;;
131.413;ivxqmdxvkqlnme;DE;50999;Wuppertal;;16;;;;;;;17.01.2013;;;;;;;;
131.414;axfrhatljkcwkud;DE;74226;Ankara Cebeci;;33;;;;;;;;;;;;;;;
131.415;zcshffdoysjcvs;DE;14776;Donaueschingen;;90;;;;;;;;;;;;;;;
131.416;wmhvz;DE;78662;Berlin;;3;;;;;;;24.10.2011;;;;;;;;
131.417;zfkepzzvtypc;DE;58093;34 Tokyo;;4;;;;;;;15.12.2014;;;;;;;;
131.418;helc;DE;6849;Bönnigheim;;44;;;;;;;14.02.2013;;;;;;;;
131.419;bkttcvkkmfie;DE;41468;Troisdorf;;9;;;;;;;29.10.2014;;;;;;;;
131.420;cdclbihuj;DE;63768;Hamburg;;6;;;;;;;17.02.2015;;;;;;;;
131.421;vgmzfqfpzzpmqyckg;DE;61348;Verden;;7;;;;;;;;;;;;;;;
131.422;s;DE;40764;Börnsen;;9;;;;;;;18.03.2015;;;;;;;;
131.423;jy;DE;36132;Menden;;90;;;;;;;;;;;;;;;
131.424;qeeassoatqiidu;DE;46282;Blönsdorf;;19;;;;;;;28.02.2012;;;;;;;;
131.425;wleq;DE;30159;Berlin;;8;;;;;;;10.04.2012;;;;;;;;
131.426;vvpgrhwvuvoirx;DE;88339;Remscheid;;22;;;;;;;;;;;;;;;
131.427;uesayrbddjmso;DE;1468;Pasewalk;;44;;;;;;;23.03.2015;;;;;;;;
131.429;jswmwot;DE;26817;Stralsund;;15;;;;;;;25.02.2015;;;;;;;;
131.430;bmdpie;DE;38315;Kreuzwertheim;;12;;;;;;;22.05.2014;;;;;;;;
131.431;xqtsf;DE;6618;Diez;;44;;;;;;;;;;;;;;;
131.433;hznosxiqxof;DE;80336;Wiesbaden;;21;;;;;;;;;;;;;;;
131.434;tda;DE;22589;Sangerhausen;;5;;;;;;;;;;;;;;;
131.435;wsmgwbrfkfwah;DE;90461;Mörfelden;;10;;;;;;;;;;;;;;;
131.436;tfppqlezhxwfkyuxp;DE;71397;Limburg;;33;;;;;;;;;;;;;;;
131.437;czhdsajlcjjvshf;DE;46282;Starnberg;;19;;;;;;;22.10.2012;;;;;;;;
131.438;jmbrieal;DE;56112;Pinneberg;;60;;;;;;;;;;;;;;;
131.439;tiizyav;DE;51766;Köln;;14;;;;;;;;;;;;;;;
131.440;ejepqpvaakbk;DE;33617;Berlin;;8;;;;;;;;;;;;;;;
131.441;klowrfglqcglt;DE;30559;Rastatt;;8;;;;;;;;;;;;;;;
131.442;cgw;DE;79249;Oberursel;;3;;;;;;;;;;;;;;;
131.443;rowdj;DE;59510;Bad Sachsa;;4;;;;;;;31.05.2012;;;;;;;;
